location,source,target,ID,fuzzy,context,translator_comments,developer_comments
,そして、それとは対照的に笑う男。あれがシミ男なのか……,,,,main_10002_00dc0048,,
,とその刹那「異なる物を……統べて祓え……」の声。,,,,main_10002_00dd0048,,
,言うは易しだ。あんなものを、どう「祓え」というのか……,,,,main_10002_00de0048,,
,◆一時撤退,,,,main_10002_00ed0048,,
,館へ向かう車の中では、ある事実も判明した。,,,,main_10002_00ee0048,,
,シルシから一度逃れた真下。彼に再びシルシが現れたのだ。,,,,main_10002_00ef0048,,
,そしてそれは、彼がシミ男らしき男を見たその時に現れた。,,,,main_10002_00f00048,,
,つまり、怪異たちがシルシを付ける存在という噂は真実だ。,,,,main_10002_00f10048,,
,だが、死の危険を冒してまでシルシについて知ろうとする,,,,main_10002_00f20048,,
,真下の行動は解せない。何か事情がありそうだが……,,,,main_10002_00f30048,,
,◆一時撤退,,,,main_10002_01020048,,
,さらに、館に戻った我々に、クリスティはキャスター時代に,,,,main_10002_01030048,,
,報道した樹海の事件について教えてくれた。内容はこうだ。,,,,main_10002_01040048,,
,５年ほど前の事らしいが、この森の一角には、とある人々が,,,,main_10002_01050048,,
,住んでいたという。彼らは「蜜蜂家族」を名乗り、世間との,,,,main_10002_01060048,,
,交流を絶って、人知れず樹海で生活を続けていたという。,,,,main_10002_01070048,,
,その彼らが突如、集団自殺という謎の事件を起こしたのだ。,,,,main_10002_01080048,,
,◆一時撤退,,,,main_10002_01160048,,
,当時のマスコミは、社会を悲観した彼らが、指導者に従い,,,,main_10002_01170048,,
,集団自殺を遂げたと報道したが、結局その詳しい事情は、,,,,main_10002_01180048,,
,警察の捜査をもってしても特定できなかったという。,,,,main_10002_01190048,,
,問題は……事件の際に自殺したとされるその指導者の姿だ。,,,,main_10002_011a0048,,
,クリスティが写真で見たそいつは、肥満の大男だったという。,,,,main_10002_011b0048,,
,事件後、森は急激に寂れ、その異様さを一層増したという。,,,,main_10002_011c0048,,
,◆一時撤退,,,,main_10002_012b0048,,
,しかし改めて気になるのは「蜜蜂家族」という集団の事だ。,,,,main_10002_012c0048,,
,我々が調査を行っている樹海一帯には、彼らやその指導者が,,,,main_10002_012d0048,,
,残したとみられる様々な痕跡がある。,,,,main_10002_012e0048,,
,この先出会うかもしれない危機や、いずれ訪れるであろう,,,,main_10002_012f0048,,
,シミ男との遭遇。これを切り抜けるためには、些細な事も,,,,main_10002_01300048,,
,見逃さぬよう注意し、調査を進めていく必要がありそうだ。,,,,main_10002_01310048,,
,◆人間養蜂場,,,,main_10002_01400048,,
,人間の死体を吊るして巣にした、恐ろしい養蜂場を発見した。,,,,main_10002_01410048,,
,死体からは、人の体液と混ざった蜂蜜が滴っていた。,,,,main_10002_01420048,,
,悪趣味だが、瓶でもあればタップリ入れられるほどの量だ。,,,,main_10002_01430048,,
,しかしそんな悠長な事を考えている暇はなさそうだ……,,,,main_10002_01440048,,
,腕のシルシが刻限を告げている。記憶障害の具合も心配だ。,,,,main_10002_01450048,,
,シミ男が近づいているのかもしれない。急がねば……,,,,main_10002_01460048,,
,◆木村との再会,,,,main_10002_01550048,,
,新たな山小屋で、蜂の巣状の死体となった木村を発見した。,,,,main_10002_01560048,,
,何か鋭利なもので掘られたであろう無数の穴が痛々しかった。,,,,main_10002_01570048,,
,なぜ人間を蜂の巣なんかに……　狂っている……,,,,main_10002_01580048,,
,だが明日は我が身か……と思ったその時、また声がした。,,,,main_10002_01590048,,
,「群れ、惑わせよ……　さすれば無事……」,,,,main_10002_015a0048,,
,死体と共に何か手に入れたが、相変わらずさっぱりだ……,,,,main_10002_015b0048,,
,◆シミ男との対峙,,,,main_10002_016a0048,,
,森の闇から我々を見つめる視線が、徐々に近づくのを感じる。,,,,main_10002_016b0048,,
,同行者の言動を見るにつけ、怪異来襲はもはや目前だろう。,,,,main_10002_016c0048,,
,シミ男から逃れ、樹海を脱出している余裕は恐らくない。,,,,main_10002_016d0048,,
,　,,,,main_10002_016e0048,,
,とすれば、これまで手に入れた情報と手段を用い、,,,,main_10002_016f0048,,
,怪異に立ち向かわねばならない。それには……,,,,main_10002_01700048,,
,◆シミ男との対峙,,,,main_10002_017f0048,,
,『異なる物を統べて祓え』鍵はこの囁きなのかもしれない。,,,,main_10002_01800048,,
,何らかの２つの道具を合わせて使え、そういう事だろう。,,,,main_10002_01810048,,
,　,,,,main_10002_01820048,,
,シミ男は蜂を従えている。まずは襲い掛かる蜂への対処だ。,,,,main_10002_01830048,,
,『群れを惑わせよ』何か彼らの注意を引く物はないのか……,,,,main_10002_01840048,,
,バッグの中にある物で、遠方の蜂たちを操る、その術は……,,,,main_10002_01850048,,
,◆シミ男との対峙,,,,main_10002_01940048,,
,次は、奴のようなゾンビ野郎をどう弱らせるかだ……,,,,main_10002_01950048,,
,バットや銃で、ただ攻撃するだけでは恐らく無駄なはずだ。,,,,main_10002_01960048,,
,馬鹿げてるが、死人蘇生のオカルトグッズがあると有り難い。,,,,main_10002_01970048,,
,そして……怪異消滅の鍵。例えば何らかの火器で焼き殺す……,,,,main_10002_01980048,,
,あるいは毒を用いるなど、そんな非情さも必要かもしれない。,,,,main_10002_01990048,,
,いずれにしても……　よく考えろ……生き延びるために……,,,,main_10002_019a0048,,
,◆森のシミ男の顛末,,,,main_10002_01a90048,,
,怪異の去った後に残されていた、蜂蜜まみれのノート。,,,,main_10002_01aa0048,,
,その最初のページには、とある証明書が糊付けされていた。,,,,main_10002_01ab0048,,
,非営利団体「蜜蜂家族」の登録を、行政が認可したものだ。,,,,main_10002_01ac0048,,
,事業所欄にはＨ市内の住所があり、成立は今から８年ほど前。,,,,main_10002_01ad0048,,
,目的欄は「蜜蜂とその生息域の環境保護」。続いて役員欄に,,,,main_10002_01ae0048,,
,会長「丸尾慎蔵」とあった。この人物がシミ男なのか……,,,,main_10002_01af0048,,
,◆ノートの内容,,,,main_10002_01be0048,,
,続くページからは、取り留めのない文章が書かれている。,,,,main_10002_01bf0048,,
,内容は主に、蜜蜂家族に属する人々が、社会においてどんな,,,,main_10002_01c00048,,
,苦しみを受けてここへ来たか、それが大量に綴られている。,,,,main_10002_01c10048,,
,家族みんなの恨み辛みを、このノートに吐き出すかのように。,,,,main_10002_01c20048,,
,読み進めるとおかしな事に気づいた。手記に微妙な変化が,,,,main_10002_01c30048,,
,あるのだ。後にいくにつれ稚拙で支離滅裂になっていく……,,,,main_10002_01c40048,,
,◆某日の手記,,,,main_10002_01d30048,,
,○月×日,,,,main_10002_01d40048,,
,また自殺を見つけた。だんだん多くなる。祟りのせいだ。,,,,main_10002_01d50048,,
,○月×日,,,,main_10002_01d70048,,
,今日も神社であの声と話した。怒っている。タタリが起こる。,,,,main_10002_01d80048,,
,もっとハチを愛さないと、約束の地に行けない。イケナイ。,,,,main_10002_01d90048,,
,◆某日の手記,,,,main_10002_01e80048,,
,○月×日,,,,main_10002_01e90048,,
,カゾクにウラギリモノがいた。カンドウだ。イケニエだ。,,,,main_10002_01ea0048,,
,ジンジャもボクもよろこぶ。やっぱりケイサツはキライ。,,,,main_10002_01eb0048,,
,○月×日,,,,main_10002_01ed0048,,
,ニクをすてるジュンビはもうすぐ。はやく、はやく……,,,,main_10002_01ee0048,,
,◆最後の手記,,,,main_10002_01fc0048,,
,サイゴのヒ……ヤクソクのチ……ミンナいった……,,,,main_10002_01fd0048,,
,なのに　なのに　なのに　なのに　なのに　なのに　なのに,,,,main_10002_01fe0048,,
,ボクだけ　ボクだけ　ボクだけ　ボクだけ　ボクだけ……,,,,main_10002_01ff0048,,
,ああ……ニク…アナ……りない…もっと…いと…けない……,,,,main_10002_02010048,,
,◆シミ男の最後について,,,,main_10002_02110048,,
,あくまで推測だが、蜜蜂家族の集団自殺の際、どういう訳か,,,,main_10002_02120048,,
,シミ男は死ななかった。それはなぜか……　実は神社の声は,,,,main_10002_02130048,,
,彼の妄想ではなく、本当の祟りが彼を怪異にした、とでも……,,,,main_10002_02140048,,
,それと手記にある『裏切り者のお巡り』。これは真下に関係が,,,,main_10002_02160048,,
,あると見て間違いない。今さら詮索しても意味はないが……,,,,main_10002_02170048,,
,★@1rデバッグ@0r★,,,,main_4001e_00120048,,
,Ｅ０３０をスキップ,,,,main_4001e_00130048,,
,……また新しい夜を迎えた。,,,,main_4001e_00520049,,
,すでに花彦くんの調査から３日が経っている。,,,,main_4001e_00540049,,
,だが未だ、光明の兆しすら見えない。,,,,main_4001e_00560049,,
,時間だけが無為に過ぎていき、,,,,main_4001e_00580049,,
,死の足音は刻一刻と近づいてくる。,,,,main_4001e_00590049,,
,死をもたらすシルシ……,,,,main_4001e_00700049,,
,逃れるには、それを刻んだ怪異を,,,,main_4001e_00720049,,
,倒さなければならない。,,,,main_4001e_00730049,,
,だが今は、怪異の居場所すら,,,,main_4001e_00750049,,
,分からない状態だ。,,,,main_4001e_00760049,,
,専門家である九条サヤが生きていれば、,,,,main_4001e_007b0049,,
,話は違っていたのだろうが……,,,,main_4001e_007c0049,,
,……ノックの音に思考を破られた。,,,,main_4001e_00990049,,
,「@y0、いつまで休んでる」,,,,main_4001e_00a60048,,
,「近いうちに死ぬかもしれん男が、,,,,main_4001e_00a80048,,
,　随分とのんきなもんだな」,,,,main_4001e_00a90048,,
,元刑事、真下悟……,,,,main_4001e_00ae0049,,
,他の印人は館を去ったが、,,,,main_4001e_00b00049,,
,この男だけは残った。,,,,main_4001e_00b10049,,
,原因はメリイだ。,,,,main_4001e_00b30049,,
,真下が去る直前、彼女が,,,,main_4001e_00b50049,,
,手伝ってほしいと頼んだらしい。,,,,main_4001e_00b60049,,
,九条サヤの遺志に反する行為だが、,,,,main_4001e_00b80049,,
,どうやら自分のためらしい。,,,,main_4001e_00b90049,,
,だが、分からないのは真下の方だ。,,,,main_4001e_00bb0049,,
,頼まれたからといって、,,,,main_4001e_00bd0049,,
,素直に残る理由はなさそうだが……,,,,main_4001e_00be0049,,
,「なんだ、その目は……」,,,,main_4001e_00c40048,,
,「俺が残ったのは不服か？」,,,,main_4001e_00c60048,,
,「俺が残ったのは不服か？」,,,,main_4001e_00d80048,,
,感謝はしてる,,,,main_4001e_00dc0039,,
,萌がよかった,,,,main_4001e_00dd0039,,
,つかさがよかった,,,,main_4001e_00de0039,,
,「やめろ、気色悪い」,,,,main_4001e_00e80048,,
,「いくら媚を売ったところで、,,,,main_4001e_00ea0048,,
,　無免許運転の件は忘れんぞ」,,,,main_4001e_00eb0048,,
,「一つ屋根の下、未成年者と,,,,main_4001e_00f70048,,
,　二人きりになりたかったのか？」,,,,main_4001e_00f80048,,
,「犯罪的な発想だな」,,,,main_4001e_00fa0048,,
,「まだ小学生をこき使うつもりでいたのか？」,,,,main_4001e_01070048,,
,「児童虐待で突き出してやろうか」,,,,main_4001e_01090048,,
,……相変わらず、口が悪い。,,,,main_4001e_011d0049,,
,そんな真下の真意はともかく、,,,,main_4001e_011f0049,,
,彼の協力がありがたいのは事実だ。,,,,main_4001e_01200049,,
,こちらは急な記憶の欠落を恐れ、,,,,main_4001e_01220049,,
,うかつに外出もできない。,,,,main_4001e_01230049,,
,真下はそんな自分に代わって、,,,,main_4001e_01250049,,
,外で情報を集めてくれている。,,,,main_4001e_01260049,,
,「今日は現役時代の知り合いを回ったんだが……」,,,,main_4001e_012b0048,,
,「Ｈ小学校の件はまだ騒がれてないな」,,,,main_4001e_012d0048,,
,「ちょっと待て……」,,,,main_4001e_01310049,,
,「警備員が１人、行方不明になってるんだぞ」,,,,main_4001e_01330049,,
,「会社が届け出そうなもんだが……」,,,,main_4001e_01350049,,
,「その警備会社が問題なのさ」,,,,main_4001e_01390048,,
,「労基署にも目をつけられてる,,,,main_4001e_013b0048,,
,　ヤクザな会社でな……」,,,,main_4001e_013d0048,,
,「警察沙汰になるのを嫌がってる」,,,,main_4001e_013f0048,,
,「それに、そんなクソ会社だけに,,,,main_4001e_01410048,,
,　無断退職した連中もザラにいてな」,,,,main_4001e_01420048,,
,「山下……　警備員の名前だが、,,,,main_4001e_01440048,,
,　そいつもトンズラしたと思われてる」,,,,main_4001e_01450048,,
,「代わりの人員を派遣する件も、,,,,main_4001e_01470048,,
,　その辺りが原因で揉めてるらしい」,,,,main_4001e_01480048,,
,Ｈ小学校は怪異の件を知らなければ,,,,main_4001e_014c0049,,
,何もない、ただの廃校舎だ。,,,,main_4001e_014d0049,,
,管理している役所の方も、焦って,,,,main_4001e_014f0049,,
,新しい警備員を派遣する必要はないのだろう。,,,,main_4001e_01500049,,
,「山下は一人暮らしだし、家族から,,,,main_4001e_01540048,,
,　捜索願が出るのも時間がかかるはずだ」,,,,main_4001e_01550048,,
,「それまで、あの学校が,,,,main_4001e_01570048,,
,　注目されることはないだろうよ」,,,,main_4001e_01580048,,
,「……俺からの報告は以上だ」,,,,main_4001e_015a0048,,
,短時間でここまで調べたのは、,,,,main_4001e_015e0049,,
,さすが元警察官と言ったところか。,,,,main_4001e_015f0049,,
,「聞き込みの時だが、,,,,main_4001e_01630049,,
,　怪異やシルシのことは話したのか？」,,,,main_4001e_01640049,,
,「おいおい、馬鹿をぬかすな」,,,,main_4001e_01680048,,
,「そんな事を口にした瞬間、俺は変人扱いだ」,,,,main_4001e_016a0048,,
,「仮に、俺や館を出たガキ２人が,,,,main_4001e_016d0048,,
,　喋ったとして、誰が信じると思う」,,,,main_4001e_016e0048,,
,「仮に、俺や館を出たあのガキが,,,,main_4001e_01710048,,
,　喋ったとして、誰が信じると思う」,,,,main_4001e_01720048,,
,「そんな無駄なことはしない」,,,,main_4001e_01750048,,
,真下がやれやれと肩をすくめる。,,,,main_4001e_01790049,,
,「で、貴様には館の調査を任せたが,,,,main_4001e_017d0048,,
,　何か見つかったか？」,,,,main_4001e_017e0048,,
,「こちらもサッパリだ」,,,,main_4001e_01830049,,
,「とはいえ、広い館だから半分も調べてない」,,,,main_4001e_01850049,,
,「鍵のかかった部屋もあるしな」,,,,main_4001e_01870049,,
,「令状がない以上、無茶はできんか」,,,,main_4001e_018c0048,,
,「（おまえならやりかねないが）」,,,,main_4001e_01910049,,
,喉まで出かかった言葉を飲み込んだ。,,,,main_4001e_01950049,,
,「そうだ、メリイが呼んでるぞ」,,,,main_4001e_019a0048,,
,「さっさと来い」,,,,main_4001e_019c0048,,
,「お待ちしておりました」,,,,main_4001e_01e00048,,
,メリイは、いつもと変わらない様子で,,,,main_4001e_01e60049,,
,ソファに座っていた。,,,,main_4001e_01e70049,,
,「どうやら怪異の調査に,,,,main_4001e_01eb0048,,
,　手こずっているようですね」,,,,main_4001e_01ec0048,,
,「私にもっと便利な力があれば,,,,main_4001e_01ee0048,,
,　よかったのでございますが……」,,,,main_4001e_01ef0048,,
,「たしか、印人の気配は分かるんだよな」,,,,main_4001e_01f30049,,
,「怪異の気配は分かったりしないのか？」,,,,main_4001e_01f50049,,
,「…………」,,,,main_4001e_01f90048,,
,「怪異がこの館の敷地まで来れば、,,,,main_4001e_01fb0048,,
,　察知できるかと存じます」,,,,main_4001e_01fc0048,,
,……頼りにできそうにない。,,,,main_4001e_02000049,,
,「他の芸……　力はないのか？」,,,,main_4001e_02200049,,
,「そうでございますね……」,,,,main_4001e_02240048,,
,「人の運命の進んでいく先を、,,,,main_4001e_02260048,,
,　ぼんやりと見ることができます」,,,,main_4001e_02270048,,
,「未来予知のようなものか？」,,,,main_4001e_022b0049,,
,「いえいえ、そんな大層なものでは……」,,,,main_4001e_022f0048,,
,「せいぜい占いの域でございます」,,,,main_4001e_02310048,,
,「当たるも八卦、当たらぬも八卦ですね」,,,,main_4001e_02330048,,
,「……なるほどな」,,,,main_4001e_02440048,,
,「なら、あの時の勧誘の文句も、,,,,main_4001e_02460048,,
,　当てにならないというわけか」,,,,main_4001e_02470048,,
,「メリイに何か言われたのか？」,,,,main_4001e_024b0049,,
,「『あなたの追い求める真実は,,,,main_4001e_024f0048,,
,　　ここで手に入ります』だったかな」,,,,main_4001e_02500048,,
,「自信たっぷりだから、ついつい騙されたよ」,,,,main_4001e_02520048,,
,「占いなんて信じた俺がマヌケ……」,,,,main_4001e_02550048,,
,不意に、力強いノックの音が響いた。,,,,main_4001e_026e0049,,
,深夜の訪問者……,,,,main_4001e_02700049,,
,まさか、印人か？,,,,main_4001e_02720049,,
,扉を開けると、大股で入ってきたのは……,,,,main_4001e_027c0049,,
,短ランを着た、,,,,main_4001e_02880049,,
,見るからにガラの悪そうな少年だった。,,,,main_4001e_02890049,,
,その口元には、こちらを,,,,main_4001e_028c0049,,
,小馬鹿にした笑みが浮かんでいる。,,,,main_4001e_028d0049,,
,「ここ、九条館だよな」,,,,main_4001e_02950048,,
,「九条サヤって人に用事があんだけどよ……」,,,,main_4001e_02970048,,
,「アンタ、どう見ても違うよな？」,,,,main_4001e_02990048,,
,少年は、こちらを不審げに睨めつけている。,,,,main_4001e_029d0049,,
,少年は、こちらを不審げに睨めつける。,,,,main_4001e_02a80049,,
,九条サヤは留守だが,,,,main_4001e_02ac0039,,
,自分が九条サヤだ,,,,main_4001e_02ad0039,,
,真下に任せよう,,,,main_4001e_02ae0039,,
,「ちっ、そうなのか……」,,,,main_4001e_02b80048,,
,「けどアンタら、九条サヤの関係者なんだろ」,,,,main_4001e_02ba0048,,
,「とりあえず話を聞いてくれねぇか」,,,,main_4001e_02bc0048,,
,「あ？　ガキみてーな嘘つくんじゃねぇよ」,,,,main_4001e_02c80048,,
,「それよりアンタら、九条サヤの関係者なんだろ」,,,,main_4001e_02ca0048,,
,「とりあえず話を聞いてくれねぇか」,,,,main_4001e_02cc0048,,
,「パスだ」,,,,main_4001e_02df0048,,
,「少年課への配属経験はないんでな、,,,,main_4001e_02e10048,,
,　ガキの扱いは慣れてない」,,,,main_4001e_02e20048,,
,「アンタら、九条サヤの関係者なんだろ」,,,,main_4001e_02ed0048,,
,「どっちでもいいけどよ、,,,,main_4001e_02ef0048,,
,　とりあえず話を聞いてくれねぇか」,,,,main_4001e_02f00048,,
,話を聞く前に、簡単な自己紹介を済ませた。,,,,main_4001e_03070049,,
,少年は@1r長嶋　翔@7r（ながしま・しょう）という。,,,,main_4001e_03090049,,
,やはり痣のことで来たらしい。,,,,main_4001e_030b0049,,
,彼が右腕の袖をめくると、そこには,,,,main_4001e_03120049,,
,赤々としたシルシが刻まれていた……,,,,main_4001e_03130049,,
,「怪談好きのダチに聞いたんだけどよ……」,,,,main_4001e_03310048,,
,「コイツのせいで記憶障害になるとか、マジか？」,,,,main_4001e_03330048,,
,「ああ、マジだ」,,,,main_4001e_03370049,,
,「現に俺なんか、自分の本当の名前を忘れてる」,,,,main_4001e_03390049,,
,「その割には平然としてるじゃねぇか」,,,,main_4001e_033d0048,,
,「どうも嘘くせぇな」,,,,main_4001e_033f0048,,
,腹は立つが、至極まともな反応だ。,,,,main_4001e_03430049,,
,だが、噂を信じていないなら、,,,,main_4001e_03450049,,
,そもそも九条館に来る必要はない。,,,,main_4001e_03460049,,
,どういうつもりなのだろうか。,,,,main_4001e_03480049,,
,「へへ、噂はしょせん噂だな」,,,,main_4001e_034c0048,,
,「痣のせいで記憶が消えるとか死ぬとか、,,,,main_4001e_034e0048,,
,　そんな怪談はマンガの話……」,,,,main_4001e_03500048,,
,「……全て真実でございます……」,,,,main_4001e_035c0048,,
,「！？」,,,,main_4001e_03650048,,
,「い、今の女の声は！？」,,,,main_4001e_03670048,,
,「事実は小説よりも奇なり、,,,,main_4001e_03800048,,
,　という言葉もございましょう」,,,,main_4001e_03810048,,
,「怪奇は日常のすぐ側に存在するのです」,,,,main_4001e_03830048,,
,メリイが翔に語りかける。,,,,main_4001e_03870049,,
,怪異の実在を示すには、それが,,,,main_4001e_038a0049,,
,一番手っ取り早いと考えたのだろう。,,,,main_4001e_038b0049,,
,「ど、どこかにスピーカーを,,,,main_4001e_03900048,,
,　仕込んでやがるんだな……」,,,,main_4001e_03910048,,
,「脅かそうったって、そうはいかねぇよ」,,,,main_4001e_03930048,,
,翔がメリイの方を覗き込もうとするが……,,,,main_4001e_03970049,,
,「そのようなカラクリは,,,,main_4001e_039b0048,,
,　どこにもございませんよ、翔様」,,,,main_4001e_039c0048,,
,「……………………」,,,,main_4001e_03a40048,,
,「ま、まま、ままま……」,,,,main_4001e_03b30048,,
,「マジかよッ！？」,,,,main_4001e_03b70048,,
,情けない声をあげると、,,,,main_4001e_03c40049,,
,驚きのあまりに尻もちをついた。,,,,main_4001e_03c50049,,
,どうやらこの不良少年、,,,,main_4001e_03c70049,,
,見かけによらず幽霊や怪談が苦手らしい。,,,,main_4001e_03c90049,,
,今までの態度も、怖さの裏返しなのだろう。,,,,main_4001e_03cb0049,,
,その後、メリイの話を聞く翔は,,,,main_4001e_03d50049,,
,まるで借りてきた猫のようだった。,,,,main_4001e_03d60049,,
,メリイが話すシルシや怪異のことを、,,,,main_4001e_03d80049,,
,青い顔で大人しく聞いている。,,,,main_4001e_03d90049,,
,そしてメリイの説明が終わる頃には、,,,,main_4001e_03db0049,,
,その顔はさらに血の気を失っていた。,,,,main_4001e_03dc0049,,
,「では、翔様……」,,,,main_4001e_03ea0048,,
,「あなた様は既に、記憶の欠落を,,,,main_4001e_03ec0048,,
,　感じているのですね」,,,,main_4001e_03ed0048,,
,「お、おう……」,,,,main_4001e_04010048,,
,まだメリイに慣れていないのか、,,,,main_4001e_04060049,,
,顔が微妙に引きつっている。,,,,main_4001e_04070049,,
,「オレ、記憶力にゃ自信ねぇし、,,,,main_4001e_040c0048,,
,　初めは気のせいかと思ったんだ」,,,,main_4001e_040d0048,,
,「けど、あまりに物忘れが酷いんで,,,,main_4001e_040f0048,,
,　ありえねぇと思ったわけだ」,,,,main_4001e_04100048,,
,「それを怪談好きのダチに話したらよ……」,,,,main_4001e_04130048,,
,「このヘンな痣……　シルシだっけ？」,,,,main_4001e_04150048,,
,「こいつのせいだって脅しやがるんだ」,,,,main_4001e_04170048,,
,「オカルト雑誌にも、,,,,main_4001e_04190048,,
,　そんなことが書いてあるしよ」,,,,main_4001e_041a0048,,
,「で、ここに来たっつーわけだ」,,,,main_4001e_041c0048,,
,そういえば萌も、九条サヤの広告が載った,,,,main_4001e_04210049,,
,雑誌を見たと言っていた。,,,,main_4001e_04220049,,
,「まさかバケモンのせいとはな……,,,,main_4001e_042d0048,,
,　ありえねぇよ……」,,,,main_4001e_042e0048,,
,「なんで俺がこんな目に……」,,,,main_4001e_04300048,,
,「信じられないのが普通だろうな」,,,,main_4001e_043b0048,,
,「だが信じられなきゃ、死ぬことになる」,,,,main_4001e_043d0048,,
,「実際、ガキが１人殺されてるんだ」,,,,main_4001e_04410048,,
,「犬死したくなければ、さっさと,,,,main_4001e_04440048,,
,　シルシを刻まれた状況を思い出せ」,,,,main_4001e_04450048,,
,「いくら記憶力に自信が無くても、,,,,main_4001e_04470048,,
,　その程度は憶えてるだろう」,,,,main_4001e_04480048,,
,「馬鹿にすんな、そこまで鳥頭じゃねぇよ」,,,,main_4001e_04530048,,
,「このシルシは@1rＨ城樹海@0rで付いたもんだ、,,,,main_4001e_04550048,,
,　まず間違いねぇ」,,,,main_4001e_04560048,,
,「なんつってもよ……,,,,main_4001e_04590048,,
,　あの樹海は呪われてるって噂だしな」,,,,main_4001e_045a0048,,
,どうやら翔には、いろいろと,,,,main_4001e_045f0049,,
,聞いてみる必要がありそうだ。,,,,main_4001e_04600049,,
