location,source,target,ID,fuzzy,context,translator_comments,developer_comments
,「慌てるな、これは……　幻だ……,,,,main_400cc_006d0049,,
,　落ち着け……　@1r引き込まれるな@7r！」,,,,main_400cc_006e0049,,
,掴まれた左肩から、まるで霜が降りるように、,,,,main_400cc_00730049,,
,冷たい気配が半身を覆った……,,,,main_400cc_00740049,,
,左肩を掴まれた……,,,,main_400cc_00810154,,
,振り返って確かめる,,,,main_400cc_00830155,,
,強引に振りほどく,,,,main_400cc_00840155,,
,同行者に声をかける,,,,main_400cc_00850155,,
,覚悟を決めて勢いよく振り向く。,,,,main_400cc_00990049,,
,無造作にそれを振り払った！,,,,main_400cc_00cd0049,,
,@y1の方を向き、,,,,main_400cc_01320049,,
,声をかけようとした。,,,,main_400cc_01330049,,
,すると……,,,,main_400cc_01370049,,
,闇の中に恐ろしい表情が浮かび……,,,,main_400cc_01690049,,
,そして、何者かの輪郭が,,,,main_400cc_017b0049,,
,こちらを待ち構えるように現れた。,,,,main_400cc_017c0049,,
,どうする……？,,,,main_400cc_018c0154,,
,大声で威嚇する,,,,main_400cc_018e0155,,
,目閉じて祈る,,,,main_400cc_018f0155,,
,走って逃げる,,,,main_400cc_01910155,,
,「あああああアァァァ！」,,,,main_400cc_019d0049,,
,喉から血が出るほどの勢いで叫んだ！,,,,main_400cc_01a20049,,
,闇の中から……　笑い声が聞こえた。,,,,main_400cc_01a40049,,
,固く目を閉じて祈った！,,,,main_400cc_01ba0049,,
,咄嗟に踵を返して,,,,main_400cc_01e80049,,
,その場から逃げ出そうとした。,,,,main_400cc_01e90049,,
,だが、足がもつれて動けない……！,,,,main_400cc_01eb0049,,
,バランスを崩し、壁へ衝突した！,,,,main_400cc_01f50049,,
,と、そのとき……！,,,,main_400cc_02160049,,
,「何してるん……　ですか……」,,,,main_400cc_022a0048,,
,「おい……　どうした……」,,,,main_400cc_02310048,,
,@y1の声が聞こえたと思うと、,,,,main_400cc_02590049,,
,あの影は消え失せ……,,,,main_400cc_025a0049,,
,……教室のドアの前にいることに気づいた。,,,,main_400cc_025c0049,,
,「…………………」,,,,main_400cc_027c0048,,
,「大丈夫……」,,,,main_400cc_027e0048,,
,「…………………」,,,,main_400cc_02850048,,
,「……大丈夫……　か」,,,,main_400cc_02870048,,
,「あ、ああ……」,,,,main_400cc_028f0049,,
,@y1は、自分の左肩から,,,,main_400cc_02970049,,
,何かを外してくれた……,,,,main_400cc_02980049,,
,「こ……　れ……」,,,,main_400cc_02a20048,,
,「こ……　れ……」,,,,main_400cc_02a90048,,
,左肩をつかんだ手の正体……,,,,main_400cc_02b40049,,
,……それは、@1rバラのトゲ@7rだった。,,,,main_400cc_02b60049,,
,しかし、それより……,,,,main_400cc_02bc0049,,
,「@y1……　どうかしたか？」,,,,main_400cc_02c40049,,
,「なんだか、様子が……」,,,,main_400cc_02c60049,,
,「え……………」,,,,main_400cc_02d00048,,
,「………………」,,,,main_400cc_02d20048,,
,「……なに……　……が　……だ」,,,,main_400cc_02d90048,,
,「………………」,,,,main_400cc_02db0048,,
,明らかにおかしい……,,,,main_400cc_02e30049,,
,@1r記憶障害@7r……,,,,main_400cc_02e50049,,
,思い起こした一言が胸に突き刺さる。,,,,main_400cc_02e60049,,
,シルシによる呪いが進行し、,,,,main_400cc_02e80049,,
,@y1の意識があいまいになったのか。,,,,main_400cc_02e90049,,
,しかし、だとしたら変じゃないか？,,,,main_400cc_02ed0049,,
,自分には……　少なくとも自覚している限りでは、,,,,main_400cc_02f10049,,
,@1r特に変化が感じられない@7rのだ。,,,,main_400cc_02f20049,,
,「いくよ……」,,,,main_400cc_02fb0048,,
,「行こう……」,,,,main_400cc_03020048,,
,「あ、ああ……」,,,,main_400cc_030a0049,,
,まるで幽霊のように@y1は歩き出す。,,,,main_400cc_03140049,,
,普段の姿からは考えられない様子だ。,,,,main_400cc_03150049,,
,「まずい……」,,,,main_400cc_031a0049,,
,危機は、一体いつの間に,,,,main_400cc_031f0049,,
,こんな近くに迫っていたのか。,,,,main_400cc_03200049,,
,時間がない……,,,,main_400cc_03220049,,
,これ以上、事態が悪化する前に……,,,,main_400cc_03230049,,
,「何とかするんだ、何とか……」,,,,main_400cc_032a0049,,
,「あ、あれ……？」,,,,main_400cd_001e0048,,
,「あれ、何でしょうか」,,,,main_400cd_00200048,,
,「ん……？」,,,,main_400cd_00270048,,
,「待て、あそこに何かある」,,,,main_400cd_00290048,,
,不意に@y1が声を上げた。,,,,main_400cd_00300049,,
,「どこの話だ？」,,,,main_400cd_00350049,,
,「@1r窓のところ@0rですよ」,,,,main_400cd_003e0048,,
,「ほら、あそこ……,,,,main_400cd_00400048,,
,　何か光ったんです」,,,,main_400cd_00410048,,
,「@1r窓枠@0rのところで何か光ったぞ」,,,,main_400cd_004a0048,,
,窓枠……？,,,,main_400cd_00550049,,
,バラのつたしか見えないが……,,,,main_400cd_00560049,,
,ともかく調べてみよう。,,,,main_400cd_00580049,,
,注意や連絡事項の書かれたプリントだ。,,,,main_400ce_00110049,,
,千切れたプリントをめくってみた……,,,,main_400ce_00240049,,
,特に何も見つからなかった。,,,,main_400ce_002a0049,,
,が、特に何も見つからなかった。,,,,main_400ce_00320049,,
,「……………………」,,,,main_400ce_003e0048,,
,「……何もないね」,,,,main_400ce_00400048,,
,「……………………」,,,,main_400ce_00470048,,
,「何もないですよ？」,,,,main_400ce_00490048,,
,「……………………」,,,,main_400ce_004f0048,,
,「何もないぞ」,,,,main_400ce_00510048,,
,「みたいだな……」,,,,main_400ce_00550049,,
,何か書いてみようと@1r@i1@7rを取り出した。,,,,main_400ce_00680049,,
,だが、とてもそんなことをする気分ではない。,,,,main_400ce_006a0049,,
,何か書いてみようと@1r@i1@7rを取り出した。,,,,main_400ce_006f0049,,
,……が、@y1に止められた。,,,,main_400ce_00760049,,
,それを見ていた@y1は、,,,,main_400ce_00810049,,
,ぎょっとしたような顔をした。,,,,main_400ce_00820049,,
,「ちょっと、おじさん……」,,,,main_400ce_00890048,,
,「変なことはしないでよね」,,,,main_400ce_008b0048,,
,「まさか、らくがきですか？」,,,,main_400ce_00920048,,
,「やめてくださいよ。,,,,main_400ce_00940048,,
,　いい年して恥ずかしい……」,,,,main_400ce_00950048,,
,「器物損壊だぞ」,,,,main_400ce_009b0048,,
,「……ま、とっくに不法侵入だが」,,,,main_400ce_009d0048,,
,半分ちぎれた掲示物だ。,,,,main_400cf_000e0049,,
,一番上には【落とし物をした人は】と,,,,main_400cf_00140049,,
,大きな文字で印刷されている。,,,,main_400cf_00150049,,
,そっと張り紙に触れてみた。,,,,main_400cf_00290049,,
,紙は風化しており、指先で砕けた破片が,,,,main_400cf_002c0049,,
,ほこりとなって散った……,,,,main_400cf_002d0049,,
,その他に変わったところはない。,,,,main_400cf_00300049,,
,コケに覆われた水槽がある。,,,,main_400d0_00100049,,
,ガラスはひどく汚れており、,,,,main_400d0_00180049,,
,中の様子はわからない……,,,,main_400d0_00190049,,
,ひどいカビの匂いがする。,,,,main_400d0_00280049,,
,水槽の中で@1r水@7rが腐っているようだ……,,,,main_400d0_00290049,,
,容器があれば、水を汲むことはできそうだ。,,,,main_400d0_002b0049,,
,それだけの量は十分にある。,,,,main_400d0_002c0049,,
,恐る恐る、水槽に手を入れてみた。,,,,main_400d0_00340049,,
,すると……,,,,main_400d0_00360049,,
,「ど、どうなのよ……？」,,,,main_400d0_00400048,,
,「何か……あります……？」,,,,main_400d0_00460048,,
,「……………………」,,,,main_400d0_004b0048,,
,……冷たいものが指先に触れた。,,,,main_400d0_00520049,,
,わずかだが、中には@1r水@7rが入っている。,,,,main_400d0_00560049,,
,「……水が入ってる」,,,,main_400d0_005d0049,,
,その返事を聞いて、@y1は,,,,main_400d0_00610049,,
,いささか拍子抜けしたようだ。,,,,main_400d0_00620049,,
,「そりゃ水槽だし……」,,,,main_400d0_00690048,,
,「水槽ですからね」,,,,main_400d0_006f0048,,
,「だろうな……」,,,,main_400d0_00740048,,
,容器があれば、水を汲むことはできそうだ。,,,,main_400d0_007b0049,,
,それだけの量は十分にある。,,,,main_400d0_007c0049,,
,@1r@i1@7rを取り出し、水につけた。,,,,main_400d0_00890049,,
,ゴボコボと音を立て、容器に水が溜まっていく。,,,,main_400d0_008b0049,,
,【@1r水入りボトル@7r】を手に入れた。,,,,main_400d0_00930049,,
,「えー、そんな汚い水どうすんの」,,,,main_400d0_00a40048,,
,「まさか……　飲まないでくださいよ？」,,,,main_400d0_00aa0048,,
,「どうすんだよ、そんなもの」,,,,main_400d0_00b00048,,
,@1r@i1@7rを取り出し、水につけた。,,,,main_400d0_00be0049,,
,ゴボコボと音を立て、容器に水が溜まっていく。,,,,main_400d0_00c00049,,
,【@1r食塩水@7r】を手に入れた。,,,,main_400d0_00c80049,,
,「塩水かー。,,,,main_400d0_00d90048,,
,　なんか使い道あるかも」,,,,main_400d0_00da0048,,
,「塩水ですか……,,,,main_400d0_00e00048,,
,　確かに使い道はありそうですね」,,,,main_400d0_00e10048,,
,「食塩水か……,,,,main_400d0_00e60048,,
,　何かの役に立つかもな」,,,,main_400d0_00e70048,,
,白い粉状のものが散らばっている……,,,,main_400d1_00110049,,
,粒子の粗い粉末だ。,,,,main_400d1_00190049,,
,ライトの光を照り返し、光っている。,,,,main_400d1_001a0049,,
,口に入れて確かめる気はしないが……,,,,main_400d1_001c0049,,
,どうやら@1r食塩@7rのようだ。,,,,main_400d1_001d0049,,
,容器があれば、持って行けそうだ。,,,,main_400d1_001f0049,,
,指先で粉をすりつぶしてみる……,,,,main_400d1_002b0049,,
,この感触は……　@1r塩@7rのようだ。,,,,main_400d1_002c0049,,
,容器があれば、持って行けるだろう。,,,,main_400d1_002e0049,,
,白い粉末はどうやら@1r食塩@7rのようだ。,,,,main_400d1_003a0049,,
,@1r@i1@7rを取り出し、粉末をつまみいれた。,,,,main_400d1_00430049,,
,【@1r塩入りボトル@7r】を手に入れた。,,,,main_400d1_004d0049,,
,また、あの声が聞こえた……,,,,main_400d1_00620049,,
,@y1に気取られないよう、,,,,main_400d1_00640049,,
,何事もないかのように体を起こした。,,,,main_400d1_00650049,,
,潮（うしお）……,,,,main_400d1_00690049,,
,とは、海水のことだろうか？,,,,main_400d1_006a0049,,
,白い粉末はどうやら@1r食塩@7rのようだ。,,,,main_400d1_00780049,,
,@1r@i1@7rを取り出し、粉末をつまみいれた。,,,,main_400d1_007d0049,,
,【@1r食塩水@7r】を手に入れた。,,,,main_400d1_00850049,,
,「塩水かー。,,,,main_400d1_00970048,,
,　なんか使い道あるかも」,,,,main_400d1_00980048,,
,「塩水ですか……,,,,main_400d1_009e0048,,
,　確かに使い道はありそうですね」,,,,main_400d1_009f0048,,
,「食塩水か……,,,,main_400d1_00a40048,,
,　何かの役に立つかもな」,,,,main_400d1_00a50048,,
,また、あの声が聞こえた……,,,,main_400d1_00b70049,,
,潮（うしお）……,,,,main_400d1_00be0049,,
,とは、海水のことだろうか？,,,,main_400d1_00bf0049,,
,扉には鍵が掛かっている……,,,,main_400d2_001b0049,,
,鍵の掛かった扉だ。,,,,main_400d2_00240049,,
,鍵穴は錆びついていることもない。,,,,main_400d2_00310049,,
,鍵があれば素直に開きそうだ。,,,,main_400d2_00320049,,
,@1r@i1@7rを鍵穴に差し込んで,,,,main_400d2_00420049,,
,こじ開けられるのではないか……,,,,main_400d2_00430049,,
,そう思って試してみたが、,,,,main_400d2_00470049,,
,そもそも鍵穴に入らない。,,,,main_400d2_00480049,,
,「うーわー、それはダサいよ……」,,,,main_400d2_00580048,,
,「見ただけで無理だって,,,,main_400d2_005f0048,,
,　わかりませんか？　普通」,,,,main_400d2_00600048,,
,「どことなく犯罪者の発想だな」,,,,main_400d2_00660048,,
,「いや、これはホメてんだよ」,,,,main_400d2_00680048,,
,@1r音楽室の鍵@7rを使ってドアを開けた。,,,,main_400d3_00150049,,
,扉には鍵が掛かっている……,,,,main_400d3_002d0049,,
,鍵の掛かった扉だ。,,,,main_400d3_00360049,,
,鍵穴は錆びついていることもない。,,,,main_400d3_00430049,,
,鍵があれば素直に開きそうだ。,,,,main_400d3_00440049,,
,@1r学校の鍵束@7rを使ってドアを開けた。,,,,main_400d4_00220049,,
,扉に何かがぶつかるような音がした。,,,,main_400d5_00290049,,
,「だ、誰か中にいる……？」,,,,main_400d5_00300048,,
,「だ、誰かいるんでしょうか……」,,,,main_400d5_00370048,,
,扉の方へとライトを向けた……,,,,main_400d5_00400049,,
,職員室の中は、荒れ果てている……,,,,main_400d5_005d0049,,
,特に備品らしいものもなく、,,,,main_400d5_005f0049,,
,壁には……　ボヤでもあったのだろうか？,,,,main_400d5_00600049,,
,一面に黒ずんだ痕が広がっている。,,,,main_400d5_00620049,,
,「……ふう…………」,,,,main_400d5_00690048,,
,「……………………」,,,,main_400d5_00700048,,
,「はあ……」,,,,main_400d5_00720048,,
,背中に隠れるようにしていた@y1が、,,,,main_400d5_00790049,,
,安堵のため息をついた。,,,,main_400d5_007a0049,,
,「……がらーん……　って感じだね」,,,,main_400d5_00840048,,
,「と、とにかく調べてみよ」,,,,main_400d5_00860048,,
,「何もないですね……」,,,,main_400d5_008d0048,,
,「……もう少し、調べてみましょうか」,,,,main_400d5_008f0048,,
,「狭いね。,,,,main_400d6_00180048,,
,　物置……　かな？」,,,,main_400d6_00190048,,
,「……用具置き場？　でしょうか」,,,,main_400d6_00200048,,
,「……みたいだな。,,,,main_400d6_00270049,,
,　役に立つものがあればいいが」,,,,main_400d6_00280049,,
,床に扉が切られている……,,,,main_400d7_00170049,,
,収納スペースでもあるのだろうか。,,,,main_400d7_00180049,,
,大人が入れるぐらいの大きさの、,,,,main_400d7_00210049,,
,かなりしっかりした扉だ。,,,,main_400d7_00220049,,
,取っ手の金具は収納式だ。,,,,main_400d7_003c0049,,
,が、掴もうとしても、,,,,main_400d7_003e0049,,
,うまく引き起こせない……,,,,main_400d7_003f0049,,
,「くそっ、だめだ」,,,,main_400d7_00490049,,
,「は、早く！　早く！」,,,,main_400d7_00500048,,
,「何やってんだ！！　さっさとしろよ！」,,,,main_400d7_00570048,,
,@1r@i1@7rを取り出し、金具に突っ込む。,,,,main_400d7_00820049,,
,これで取っ手を引き起こせるかもしれない。,,,,main_400d7_00830049,,
,金具に触れたとたん、またシルシが灼けついた。,,,,main_400d7_008f0049,,
,ほんの一瞬、躊躇のために手が止まる。,,,,main_400d7_00910049,,
,だが……　やるしかない。,,,,main_400d7_00940049,,
,「急げよおっさん！！,,,,main_400d7_00a00048,,
,　あいつが来るだろッッ！！」,,,,main_400d7_00a10048,,
,うまくいった。,,,,main_400d7_00ad0049,,
,取っ手をつかみ、一気に床を引き上げる。,,,,main_400d7_00ae0049,,
,思った通り、床下への入口が,,,,main_400d7_00b00049,,
,ぽっかりとその黒い口を開けた。,,,,main_400d7_00b10049,,
,「入れ！」,,,,main_400d7_00b90049,,
,夢中で@y1を床下に押し込む。,,,,main_400d7_00c00049,,
,続けて自分の半身を、闇の中へと滑り込ませた！,,,,main_400d7_00c20049,,
,@1r@i1@7rを取り出してみた。,,,,main_400d7_00d00049,,
,しかし、特に使い道を,,,,main_400d7_00d30049,,
,思いつかない。,,,,main_400d7_00d40049,,
,まずは目ぼしいところから調べてみよう。,,,,main_400d7_00ef0049,,
,床の扉は後回しだ。,,,,main_400d7_00f00049,,
,@1r@i1@7rを使えば、,,,,main_400d7_01130049,,
,取っ手を引き起こせるかもしれない。,,,,main_400d7_01140049,,
,そう思って、その場にしゃがみ込むと……,,,,main_400d7_01160049,,
,シルシが、再び手首に食い込んだ。,,,,main_400d7_01230049,,
,まるで床下について調査するのを,,,,main_400d7_01280049,,
,拒むかのように……,,,,main_400d7_01290049,,
,……平静を装って、立ち上がる。,,,,main_400d7_01310049,,
,気になるのは確かだが、,,,,main_400d7_01400049,,
,ここには何か危険なものがありそうだ。,,,,main_400d7_01410049,,
,「どうしたの？,,,,main_400d7_014a0048,,
,　そこを調べるんじゃないの？」,,,,main_400d7_014b0048,,
,「どうしました？」,,,,main_400d7_01570048,,
,「そこを調べるんじゃないんですか？」,,,,main_400d7_01590048,,
,「ちょっと……　あとにしようと思ってね」,,,,main_400d7_01650049,,
,適当にごまかして、ひざを払う。,,,,main_400d7_016e0049,,
,「先に……　部屋の中を調べよう」,,,,main_400d7_01720049,,
,「色々と興味深いものがありそうだ」,,,,main_400d7_01740049,,
,足の下に、何かがあるのは間違いない……,,,,main_400d7_01780049,,
,だが、見に行くのには,,,,main_400d7_017a0049,,
,それなりの覚悟が必要だ。,,,,main_400d7_017b0049,,
,@1r@i1@7rを取り出してみた。,,,,main_400d7_01a70049,,
,しかし、これをどう使えばいいのか、,,,,main_400d7_01aa0049,,
,その方法を思いつかない……,,,,main_400d7_01ab0049,,
,『東階段の鏡に手形をつけて遊ばないでください。,,,,main_400d8_000e0048,,
,　掃除当番が困っています。』,,,,main_400d8_000f0048,,
,『　【自由研究発表会】：１階多目的教室,,,,main_400d8_00120048,,
,　みんなの研究結果です。見てみましょう。』,,,,main_400d8_00130048,,
,「自由研究とか超懐かしい」,,,,main_400d8_00240048,,
,「たくさん枯らしちゃったなあ……,,,,main_400d8_00260048,,
,　朝顔……」,,,,main_400d8_00270048,,
,「ここはもういいでしょう？」,,,,main_400d8_002d0048,,
,「何か見つかるとは思えないけど」,,,,main_400d8_002f0048,,
,「自由研究……　か」,,,,main_400d8_00340048,,
,「……そういや、やった記憶がないな」,,,,main_400d8_00360048,,
,「（イメージ通りだな……）」,,,,main_400d8_00390049,,
,「あー、自由研究とか超懐かしい」,,,,main_400d8_004c0048,,
,「それより@1r東階段の鏡@0rって、,,,,main_400d8_00500048,,
,　わたしが見たのはこの@1r鏡@0rだと思う」,,,,main_400d8_00510048,,
,「……まずそこに行ってみるか」,,,,main_400d8_00560049,,
,「うん、このまま@1rまっすぐ@0rだよ」,,,,main_400d8_005e0048,,
,「うん、階段は@1r後ろ@0rの廊下の奥だよ」,,,,main_400d8_00660048,,
,「うん、向かって@1r右@0rだよ」,,,,main_400d8_006e0048,,
,「自由研究に、階段の鏡……」,,,,main_400d8_007c0048,,
,「まずはこの@1r鏡@0rを調べに行きましょうか」,,,,main_400d8_007e0048,,
,「……まずそこに行ってみるか」,,,,main_400d8_00830049,,
,「はい、他にあてもないですし」,,,,main_400d8_008a0048,,
,「東……,,,,main_400d8_008c0048,,
,　このまま@1r直進@0rですね」,,,,main_400d8_008d0048,,
,「はい、他にあてもないですし」,,,,main_400d8_00950048,,
,「東……,,,,main_400d8_00970048,,
,　@1r後ろ@0rの廊下を進みましょう」,,,,main_400d8_00980048,,
,「はい、他にあてもないですし」,,,,main_400d8_009f0048,,
,「東……,,,,main_400d8_00a10048,,
,　向かって@1r右@0rですね」,,,,main_400d8_00a20048,,
,『落とし物は職員室の保管箱で預かっています。,,,,main_400d9_000e0048,,
,　探し物がある人は、職員室に来てください。』,,,,main_400d9_000f0048,,
,★@1rデバッグ@0r★,,,,main_400da_00170048,,
,鏡デッドリーをスキップ,,,,main_400da_00180048,,
,鏡の中で、自分の影がゆれ動いた。,,,,main_400da_00360049,,
,……最初はそう思った。,,,,main_400da_00380049,,
,動いたから、影も動いたのだ、と。,,,,main_400da_00390049,,
,だが次に影が動いたとき、,,,,main_400da_003b0049,,
,冷たいものが背中を走り抜けた。,,,,main_400da_003c0049,,
,これは、自分の影ではない……,,,,main_400da_00410049,,
,……何かが、鏡の中にいる！,,,,main_400da_00430049,,
,「ッッッ！！！？」,,,,main_400da_00640048,,
,「ひっっ！！？」,,,,main_400da_006a0048,,
,@y1が声にならない悲鳴を上げ、,,,,main_400da_00710049,,
,後ずさった。,,,,main_400da_00720049,,
,これは幻覚などではなく、,,,,main_400da_00740049,,
,確かにそこに存在しているらしい……,,,,main_400da_00750049,,
,筋肉が硬直し、視線を切ろうにも,,,,main_400da_00790049,,
,まぶたを閉じることすらできない。,,,,main_400da_007a0049,,
,「それ」の口元がわずかにゆらぐ……,,,,main_400da_007c0049,,
,見たくない。,,,,main_400da_00800049,,
,だが、目を閉じることすらできない。,,,,main_400da_00810049,,
,「それ」が口を開く……,,,,main_400da_00870049,,
,異様な声が、耳朶にしみこんでくる……,,,,main_400da_00890049,,
,「ねえ……　ぼく、きれい……？」,,,,main_400da_00ae0048,,
,「ねえ……　ぼく、きれい……？」,,,,main_400da_00bb0154,,
,はい,,,,main_400da_00bd0155,,
,いいえ,,,,main_400da_00be0155,,
,よく見えない,,,,main_400da_00bf0155,,
,「………………」,,,,main_400da_00f90048,,
,「@6r赤いの@0rがあれば……　なのに……」,,,,main_400da_00fb0048,,
,「……………………」,,,,main_400da_00ff0048,,
,「なんか……　よく見えないけど……」,,,,main_400da_01010048,,
,「もしかして……　@1rおじさん@0rなの？」,,,,main_400da_01030048,,
,「もしかして……　おじさんなの？」,,,,main_400da_01110154,,
,まだ２０代,,,,main_400da_01130155,,
,クラスで一番背が高い,,,,main_400da_01140155,,
,そういう歳かもしれない,,,,main_400da_01150155,,
,「学校には……,,,,main_400da_01410048,,
,　大きい人は、来ちゃいけないんだ」,,,,main_400da_01420048,,
,「………！？」,,,,main_400da_014c0048,,
,突然、鏡にヒビが走った。,,,,main_400da_015d0049,,
,「割れちゃった……,,,,main_400da_01650048,,
,　これじゃ……　見れないや……」,,,,main_400da_01660048,,
,「もう……　大きい……は……,,,,main_400da_01690048,,
,　来ちゃダメなのに……」,,,,main_400da_016a0048,,
,影は姿を消した……,,,,main_400da_01740049,,
,そのとき、校舎の反対側の方から,,,,main_400da_01830049,,
,絶叫がこだました。,,,,main_400da_01840049,,
,@y1は床にへたり込んだ。,,,,main_400da_01a60049,,
,目にしたものが信じられないのか、,,,,main_400da_01a80049,,
,しばらく粗い呼吸を繰り返していた……,,,,main_400da_01a90049,,
,「い、今の……　なに……」,,,,main_400da_01b20048,,
,「な、なんだよ……！　あれ……」,,,,main_400da_01b80048,,
,「たぶん、あれが……」,,,,main_400da_01c10049,,
,……@1r花彦くん@7rだろう。,,,,main_400da_01c80049,,
,そう続けたかったが、言葉が出ない。,,,,main_400da_01d00049,,
,口の中が、カラカラに乾いている。,,,,main_400da_01d20049,,
,「し、信じらんない……,,,,main_400da_01dc0048,,
,　そ、そりゃあ見たいって思ってたけど……」,,,,main_400da_01dd0048,,
,「あ、あんなに、はっきり見えるなんて……」,,,,main_400da_01df0048,,
,「まさか……　本当にいたなんて……」,,,,main_400da_01e80048,,
,「い、いや……,,,,main_400da_01eb0048,,
,　決めつけるのはまだ早いですね」,,,,main_400da_01ec0048,,
,我に返ったのか、@y1は,,,,main_400da_01f50049,,
,いつもの調子を取り戻したようだ。,,,,main_400da_01f60049,,
,頭の中で、花彦の言葉が渦巻いている。,,,,main_400da_01fb0049,,
,ほんの少し前までとは、,,,,main_400da_01fd0049,,
,状況が正反対になってしまった。,,,,main_400da_01fe0049,,
,何を調べればいいのかわからないと、,,,,main_400da_02000049,,
,嘆いていたはずなのに……,,,,main_400da_02010049,,
,「あ！　そ、それより……」,,,,main_400da_02070048,,
,「それより、おじさん」,,,,main_400da_020c0048,,
,「さっきの@1r悲鳴@0r。,,,,main_400da_02180048,,
,　あ、あれって……」,,,,main_400da_02190048,,
,「さっき聞こえた@1r悲鳴@0r……,,,,main_400da_02210048,,
